#Hhst|H id|Ea|KTR komplett|Ktr bez|Ktr art|Kst|Kstst bez|Sk|Sk bez|Sk pos|Sk pos bez|Ep|Sk finre|Sk finre bez|Fp|Proj|Proj bez|J2011_ERG|J2011_FINERG|J2012_ERG|J2012_FINERG|J2013_ERG|J2013_FINERG|J2014_PLAN|J2015_PLAN|J2016_PLAN|J2017_PLAN|J2018_PLAN|J2019_PLAN
40700_53400|254022|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56213000|Mieten für Gebäude an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76213000|Mieten für Gebäude an Eigenbetrieb KIJ|1|||-106 363.00|-106 363.00|-187 716.00|-187 716.00|-132 112.00|-132 112.00|-130 960|-137 700|-142 200|-142 200|-142 200|-142 200
40700_53500|254023|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|1|||-69 933.60|-69 933.60|-58 986.00|-58 986.00|-63 774.00|-63 774.00|-61 860|-69 550|-70 600|-71 650|-72 730|-73 820
40700_53510|254024|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56242000|Miete für Fachanwendungen an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76242000|Miete für Fachanwendungen an Eigenbetrieb KIJ|1|||-52 902.68|-52 902.68|-48 004.84|-48 004.84|-44 477.48|-44 477.48|-47 000|-29 200|-31 500|-33 100|-34 800|-36 500
40700_53600|254025|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|1|||-25 470.96|-25 470.96|-34 087.80|-34 087.80|-33 258.48|-33 258.48|-34 090|-37 940|-38 510|-39 090|-39 680|-40 780
40700_53700|254026|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56215000|Miete für Bürotechnik an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76215000|Miete für Bürotechnik an Eigenbetrieb KIJ|1|||0.00||-2 803.20|-2 803.20|-6 079.20|-6 079.20|-2 810|-3 780|-3 840|-3 890|-3 950|-4 010
40700_53800|254027|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||-6 920.25|-6 900.81|-7 757.82|-7 685.05|-7 871.63|-7 838.48|-7 850|-7 850|-7 850|-7 850|-7 850|-7 850
40700_53801|254028|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||-3 647.67|-3 319.35|-7 561.34|-7 745.80|-7 509.84|-7 347.94|-7 400|-7 400|-7 400|-7 400|-7 400|-7 400
40700_54010|254029|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|52321000|Betriebskosten an Eigenbetrieb KIJ|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-67 067.00|-67 067.00|-120 040.00|-120 040.00|-55 380.00|-92 045.69|-55 300|-75 000|-77 300|-79 600|-79 600|-79 600
40700_54015|254030|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56951000|Periodenfremde Aufwendungen - Betriebskostennachzahlung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-36 314.93|-36 393.44|-1 288.61|-1 288.61|-453.42|-453.42|0|0|0|0|0|0
40700_56200|254031|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||-22 266.46|-13 835.71|-28 077.65|-36 271.70|-23 783.80|-22 956.30|-26 800|-21 440|-21 440|-21 440|-21 440|-21 440
40700_57100|254032|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||-522.51|-522.51|-459.11|-459.11|-670.22|-670.22|-500|-500|-500|-500|-500|-500
40700_58800|254033|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|52481000|Sonstige bezogene Leistungen - allgemein|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72481000|Sonstige bezogene Leistungen - allgemein|1|||-1 788.00|-1 788.00|-4 881.09|-2 789.19|-2 123.97|-4 215.87|0|-500|-500|-500|-500|-500
40700_63300|254034|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|52491000|Aufwendungen für Veranstaltungen - ohne bezogene Leistungen|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72491000|Auszahlungen für Veranstaltungen - ohne bezogene Leistungen|1|||-90.00|-90.00|-35.00|-35.00|||0|0|0|0|0|0
40700_64542|254035|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56940000|Aufwendungen für Schadensfälle|E_02h|sonstige laufende Aufwendungen|1|76940000|Auszahlungen für Schadensfälle|1|||-150.00|-150.00||||||0|0|0|0|0
40700_65000|254036|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56312000|Bürobedarf|E_02h|sonstige laufende Aufwendungen|1|76312000|Bürobedarf|1|||-6 131.49|-5 965.87|-8 226.43|-8 432.65|-6 242.99|-6 234.26|-6 150|-7 150|-7 150|-7 150|-7 150|-7 150
40700_65010|254037|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56311000|Vordrucke|E_02h|sonstige laufende Aufwendungen|1|76311000|Vordrucke|1|||-765.60|-765.60|-186.61|-186.61|-846.00|-846.00|-1 450|-1 000|-1 000|-1 000|-1 000|-1 000
40700_65100|254038|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56321000|Fachliteratur, Zeitschriften|E_02h|sonstige laufende Aufwendungen|1|76321000|Fachliteratur, Zeitschriften|1|||-709.22|-728.77|-1 272.61|-1 220.61|-1 330.78|-1 382.78|-1 690|-1 690|-1 690|-1 690|-1 690|-1 690
40700_65201|254039|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56330000|Porto und Versandkosten|E_02h|sonstige laufende Aufwendungen|1|76330000|Porto und Versandkosten|1|||-7 807.63|-7 807.63|-7 427.19|-7 427.19|-7 991.09|-7 991.09|-13 020|-8 000|-8 000|-8 000|-8 000|-8 000
40700_65250|254040|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|1|||0.00||-13 584.00|-13 584.00|-13 392.00|-13 392.00|-13 590|-13 990|-14 200|-14 410|-14 630|-14 850
40700_65255|254041|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56341200|Fernmeldegebühren an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76341200|Fernmeldegebühren an Eigenbetrieb KIJ|1|||-8 016.87|-7 812.87|-10 407.43|-10 515.11|-7 983.10|-8 030.10|-8 830|-8 830|-8 830|-8 830|-8 830|-8 830
40700_65300|254042|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56351000|Öffentliche Bekanntmachungen|E_02h|sonstige laufende Aufwendungen|1|76351000|Öffentliche Bekanntmachungen|1|||||||||-500|0|0|0|0|0
40700_65400|254043|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56131000|Aufwendungen für Dienstreisen und Dienstgänge|E_02h|sonstige laufende Aufwendungen|1|76131000|Auszahlungen für Dienstreisen und Dienstgänge|1|||-3 361.29|-3 209.30|-4 062.18|-4 204.17|-4 565.67|-4 417.67|-5 240|-6 500|-6 500|-6 500|-6 500|-6 500
40700_65450|254044|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56132000|Dienstreiseaufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76132000|Dienstreiseauszahlungen für Aus- und Fortbildung|1||||||||||-5 360|-5 360|-5 360|-5 360|-5 360
40700_65800|254045|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56380000|Transport- und Umzugskosten|E_02h|sonstige laufende Aufwendungen|1|76380000|Transport- und Umzugskosten|1|||||||||-1 000|0|0|0|0|0
40700_66100|254046|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56420000|Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen|E_02h|sonstige laufende Aufwendungen|1|76420000|Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen|1|||-1 741.82|-1 741.82|-1 912.26|-1 912.26|-1 913.47|-1 913.47|-1 910|-2 100|-2 100|-2 100|-2 100|-2 100
40700_67930|254047|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|58113000|Aufwendungen aus Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|E_13|Aufwendungen aus internen Leistungsbeziehungen|1|79813000|Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|1|||-6 100.00|-6 100.00||||||0|0|0|0|0
40700_93510|254049|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|8220000|Geschäftsausstattung (VG ab der Wertgrenze 410,01 EUR ohne USt)|A_1.2.8|Betriebs- und Geschäftsausstattung|0|78571000|Auszahlungen für bewegliche Sachen des AV ab der Wertgrenze 410,01 EUR (ohne USt)|1|301200M10002|FD JH BGA Jugendamt||||-145.00|||0|0|0|0|0|0
40701_13000|254050|E|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|44192000|Erträge aus Verkauf steuerfrei|E_01e|privatrechtliche Leistungsentgelte|1|64192000|Einzahlungen aus Verkauf steuerfrei|1|||||||237.00|||0|0|0|0|0
40701_15085|254051|E|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|46951000|Rückzahlung Betriebskosten vom Eigenbetrieb KIJ (periodenfremd)|E_01i|sonstige laufende Erträge|1|64193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|1|||||6 053.75|6 053.75|10 976.15|10 976.15||0|0|0|0|0
40701_16400|254053|E|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|44249000|KE vom sonstigen öffentlichen Bereich|E_01f|Kostenerstattungen und Kostenumlagen|1|64249000|KE vom sonstigen öffentlichen Bereich|1|||||||17 894.40|17 894.40||0|0|0|0|0
40701_41400|254055|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|50221000|Vergütungen der Arbeitnehmer|E_02a|Personalaufwendungen|1|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1|||-70 609.38|-70 609.38|-82 486.88|-82 486.88|-109 340.88|-109 340.88|-139 400|-156 600|-158 090|-159 590|-161 070|-162 560
40701_41411|254056|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|50222000|Leistungsorientierte Bezahlung (LOB) nach § 18 TVöD|E_02a|Personalaufwendungen|1|70222000|Auszahlungen für Leistungszulagen (LOB)|1|||-825.93|-825.93|-1 107.15|-1 107.15|-1 307.69|-1 307.69|0|-3 400|-3 910|-3 900|-3 940|-3 980
40701_41412|254057|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|50626000|Erfolgsprämie nach § 18 TVöD|E_02a|Personalaufwendungen|1|70626000|Auszahlungen für Erfolgsprämie|1|||-3 050.00|-3 050.00|-555.00|-555.00||||0|0|0|0|0
40701_43400|254059|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|50320000|Beiträge zu Versorgungskassen - Arbeitnehmer|E_02a|Personalaufwendungen|1|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1|||-2 481.88|-2 481.88|-2 803.82|-2 803.82|-3 502.08|-3 502.08|-4 850|-5 250|-5 290|-5 340|-5 380|-5 430
40701_44400|254060|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|50421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|E_02a|Personalaufwendungen|1|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1|||-14 634.53|-14 634.53|-16 396.58|-16 396.58|-20 258.94|-20 258.94|-26 600|-29 520|-29 790|-30 080|-30 360|-30 630
40701_45100|254061|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|50501000|Ärztliche Untersuchungen für aktive Beamte und Arbeitnehmer|E_02a|Personalaufwendungen|1|70500000|Auszahlungen für Unterstützungsleistungen und dergleichen|1|||-25.08|-25.08|-96.32|-96.32|-108.95|-108.95|-150|-160|-160|-160|-150|-150
40701_52300|254062|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|52370000|Unterhaltung der Betriebs- und Geschäftsausstattung|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72370000|Unterhaltung der Betriebs- und Geschäftsausstattung|1|||||||||-100|-100|-100|-100|-100|-100
40701_52310|254063|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|8240000|Geringwertige Vermögensgegenstände (VG innerhalb der Wertgrenze 60,01 - 410,00 EUR ohne USt)|A_1.2.8|Betriebs- und Geschäftsausstattung|0|78572000|Auszahlungen für bewegliche Sachen des AV innerhalb der Wertgrenze 60,01 bis 410,00 EUR (ohne USt)|1|301300M10000|FD JB GVG||||-112.18|||-100|-100|-100|-100|0|0
40701_53001|254064|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56211100|Nutzungsentgelte an EB KMJ|E_02h|sonstige laufende Aufwendungen|1|76211100|Nutzungsentgelte an EB KMJ|1|||-95.20|-95.20|||||0|0|0|0|0|0
40701_53400|254065|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56213000|Mieten für Gebäude an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76213000|Mieten für Gebäude an Eigenbetrieb KIJ|1|||-5 025.00|-5 025.00|-42 423.00|-42 423.00|-27 832.00|-27 832.00|-26 700|-29 600|-30 600|-30 600|-30 600|-30 600
40701_53500|254066|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|1|||-23 268.00|-23 268.00|-22 988.40|-22 988.40|-29 769.60|-29 769.60|-27 630|-27 600|-29 800|-32 200|-34 800|-37 600
40701_53600|254067|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|1|||-8 878.08|-8 878.08|-12 624.96|-12 624.96|-12 344.28|-12 344.28|-14 590|-13 510|-13 520|-13 730|-13 940|-14 150
40701_53700|254068|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56215000|Miete für Bürotechnik an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76215000|Miete für Bürotechnik an Eigenbetrieb KIJ|1|||-3 045.60|-3 045.60|-6 307.20|-6 307.20|-3 218.40|-3 218.40|-6 310|-2 720|-2 770|-2 820|-2 870|-2 920
40701_53800|254069|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||-7 239.90|-6 750.10|-7 515.48|-6 985.77|-7 541.32|-8 079.72|-7 340|-7 850|-7 850|-7 850|-7 850|-7 850
40701_53801|254070|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||-2 669.10|-2 333.38|-1 548.05|-1 780.69|-73.87|-176.95|-1 080|-210|-210|-210|-210|-210
40701_54010|254071|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|52321000|Betriebskosten an Eigenbetrieb KIJ|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-5 466.00|-5 466.00|-34 539.00|-34 539.00|-9 720.00|-9 720.00|-9 920|-13 600|-14 000|-14 400|-14 400|-14 400
40701_56200|254073|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||-89.10|-89.10|-1 422.10|-1 289.50|-1 688.80|-1 821.40|-1 800|-1 500|-1 500|-1 500|-1 500|-1 500
40701_57100|254074|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||-292.31|-292.31|-44.59||-31.73|-76.32|-160|-160|-160|-160|-160|-160
40701_63700|254075|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|52481000|Sonstige bezogene Leistungen - allgemein|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72481000|Sonstige bezogene Leistungen - allgemein|1|||||||-20 385.00|-20 000.00||-3 500|-167 280|-167 280|-167 280|-167 280
40701_63800|254076|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|52482000|Sonstige bezogene Leistungen - Druckkosten|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72482000|Sonstige bezogene Leistungen - Druckkosten|1|||-75.56|-75.56|-259.45|-259.45|-1 017.73|-874.31|-100|-100|-100|-100|-100|-100
40701_64542|254077|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56940000|Aufwendungen für Schadensfälle|E_02h|sonstige laufende Aufwendungen|1|76940000|Auszahlungen für Schadensfälle|1|||-150.00|-150.00|||||0|0|0|0|0|0
40701_65000|254078|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56312000|Bürobedarf|E_02h|sonstige laufende Aufwendungen|1|76312000|Bürobedarf|1|||-1 010.75|-1 010.75|-904.12|-891.78|-1 864.30|-1 876.64|-1 500|-1 650|-1 650|-1 650|-1 650|-1 650
40701_65100|254079|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56321000|Fachliteratur, Zeitschriften|E_02h|sonstige laufende Aufwendungen|1|76321000|Fachliteratur, Zeitschriften|1|||-591.31|-591.31|-602.31|-602.31|-633.45|-628.45|-530|-1 000|-1 000|-1 000|-1 000|-1 000
40701_65201|254080|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56330000|Porto und Versandkosten|E_02h|sonstige laufende Aufwendungen|1|76330000|Porto und Versandkosten|1|||-1 068.22|-1 068.22|-1 450.62|-1 450.62|-2 323.45|-2 323.45|-300|-2 000|-2 000|-2 000|-2 000|-2 000
40701_65250|254081|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|1|||-4 794.00|-4 794.00|-4 320.00|-4 320.00|-5 166.00|-5 166.00|-4 320|-5 110|-5 190|-5 270|-5 350|-5 430
40701_65255|254082|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56341200|Fernmeldegebühren an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76341200|Fernmeldegebühren an Eigenbetrieb KIJ|1|||-2 935.12||-1 741.09|-3 175.37|-1 716.14|-3 214.09|-1 490|-1 750|-1 750|-1 750|-1 750|-1 750
40701_65400|254084|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56131000|Aufwendungen für Dienstreisen und Dienstgänge|E_02h|sonstige laufende Aufwendungen|1|76131000|Auszahlungen für Dienstreisen und Dienstgänge|1|||-3 444.97|-3 428.27|-1 882.71|-1 882.71|-1 519.40|-1 512.00|-1 200|-1 200|-1 200|-1 200|-1 200|-1 200
40701_65450|254085|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|56132000|Dienstreiseaufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76132000|Dienstreiseauszahlungen für Aus- und Fortbildung|1||||||||||-630|-630|-630|-630|-630
40701_67930|254086|A|30130000|Bildung - Trägeraufgaben (P) - Verrechnungsprodukt|7|42200|Fachdienst Jugend und Bildung|58113000|Aufwendungen aus Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|E_13|Aufwendungen aus internen Leistungsbeziehungen|1|79813000|Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|1|||||-1 577.00|-1 577.00||||0|0|0|0|0
40720_14001|254087|E|36613000|Einrichtungen der Jugendarbeit - ohne BgA (L)|8|42200|Fachdienst Jugend und Bildung|44110000|Mieten und Pachten|E_01e|privatrechtliche Leistungsentgelte|1|64110000|Mieten und Pachten|1|||53 985.71|58 886.88|34 913.28|39 567.06||38 381.28|49 720|49 720|49 720|49 720|49 720|49 720
40720_15085|254088|E|36613000|Einrichtungen der Jugendarbeit - ohne BgA (L)|8|42200|Fachdienst Jugend und Bildung|46951000|Rückzahlung Betriebskosten vom Eigenbetrieb KIJ (periodenfremd)|E_01i|sonstige laufende Erträge|1|64193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|1|||439.17|439.17|226.14|226.14|1 426.11|1 426.11||0|0|0|0|0
40720_53400|254090|A|36613000|Einrichtungen der Jugendarbeit - ohne BgA (L)|8|42200|Fachdienst Jugend und Bildung|56213000|Mieten für Gebäude an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76213000|Mieten für Gebäude an Eigenbetrieb KIJ|1|||-79 642.96|-79 642.96|-59 849.78|-59 849.78|-66 141.95|-66 141.95|-50 640|-52 400|-54 100|-54 100|-54 100|-54 100
